Unnamed: 0,image_url,labels_crops,labels,status
417,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4f6191c2-b63b-5662-9c88-58ed533e5733.jpg,"[14, 17, 199, 130]",stiletto,train
418,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0457cc3f-37a0-567a-90b6-53d534de07a1.jpg,"[10, 234, 1193, 1193]",chunky,train
419,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e1b20f9c-eaeb-5cb7-992f-020020a53f9e.jpg,"[0, 1, 299, 263]",stiletto,train
420,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0cc637e0-dbf7-5123-abae-3597b5e1cad8.jpg,"[58, 374, 840, 1020]",wedges,train
421,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/13e3d65e-2768-5b6b-b973-2b9083731ffc.jpg,"[256, 519, 1150, 911]",not_visible,train
422,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fc489275-a720-524a-823d-0847567ca624.jpg,"[0, 124, 388, 376]",not_visible,train
423,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1c57f277-b9b2-5a04-885f-dddd423c297a.jpg,"[0, 155, 1230, 1334]",chunky,train
424,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/35032d55-c9d9-5786-b8fa-3d397ae70173.jpg,"[43, 461, 1211, 1002]",chunky,train
425,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/91a39031-f858-536f-b2d8-078b0f1d39f3.jpg,"[349, 155, 623, 354]",not_visible,train
427,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9797c829-ee4e-52b9-a967-a80da52fd10a.jpg,"[21, 252, 1189, 1229]",stiletto,train
428,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4d1d7b2a-a46f-5062-9afe-27556daa09ef.jpg,"[71, 215, 775, 1166]",stiletto,train
429,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/74145dbe-0a49-546e-aaf8-7fd249d243d3.jpg,"[3, 41, 323, 349]",chunky,train
430,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a5348661-5698-5a3f-b1e2-0399cec127de.jpg,"[33, 23, 232, 392]",wedges,train
431,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/26a4fe78-230b-5198-95ba-a4b9283b06e8.jpg,"[48, 69, 892, 1077]",stiletto,train
432,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b4f97345-71d9-54ab-a796-c294f39158c4.jpg,"[153, 288, 1473, 1261]",chunky,train
433,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4ed7176f-9140-5df5-937c-2fbcbfca6e41.jpg,"[41, 616, 892, 1031]",chunky,train
435,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bc620923-aac8-51c0-8141-caba2cc9b3cc.jpg,"[0, 389, 864, 700]",wedges,train
436,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5636de3e-8b6f-58b2-b95b-7ab1d9430fc5.jpg,"[141, 57, 669, 1156]",chunky,val
437,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b8d475af-6713-5d4a-a6f3-7042fea7bf35.jpg,"[37, 43, 277, 189]",wedges,train
438,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/685d3a5c-d134-56e0-876e-cbf3c03bc8c1.jpg,"[0, 118, 1000, 1183]",chunky,val
439,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/859624e3-319a-53a6-9bb6-1ef6fcb811c0.jpg,"[56, 158, 546, 572]",stiletto,train
440,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/301b17ec-4405-5c78-8b7b-acf66c59aa47.jpg,"[173, 19, 865, 1298]",chunky,train
441,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/355c6669-7d33-5cf1-bbea-afc0e5d25511.jpg,"[64, 502, 945, 876]",chunky,train
442,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5116cc96-a554-5368-9d13-141a1648958c.jpg,"[7, 28, 245, 224]",stiletto,train
443,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/16c39fa1-6478-550a-bcc2-c0d6fe1ad1a9.jpg,"[0, 259, 1000, 1122]",chunky,train
444,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8c0e6cc9-4f72-543c-bc0a-056eed278cdf.jpg,"[7, 106, 137, 197]",stiletto,train
445,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f21d5f6f-61fc-58f9-a25d-a3fad7337209.jpg,"[35, 193, 276, 348]",cone,train
446,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9d2d06b7-8fa1-5a6d-bcad-b013d932fabb.jpg,"[486, 253, 804, 468]",chunky,train
447,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/58861578-abac-5781-acdb-596dfe1cdc1f.jpg,"[70, 63, 569, 1360]",not_visible,train
449,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/80b1165b-3ea3-593b-90eb-4c89891f4ec6.jpg,"[187, 225, 1442, 1048]",not_visible,val
450,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e902cb05-0262-5956-8072-8a198e19a993.jpg,"[0, 374, 684, 807]",chunky,train
452,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3186eaeb-0901-5218-b93c-35b09320508a.jpg,"[5, 77, 439, 346]",wedges,train
453,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3b0409f4-080a-56b8-a52c-5b89e9bf94a5.jpg,"[137, 18, 319, 239]",chunky,train
455,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3c305b44-0493-52fd-a0ee-2ba5625acff5.jpg,"[7, 40, 335, 297]",wedges,train
456,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d31016af-0cc4-508c-9b90-a4a66e01fbb0.jpg,"[11, 3, 222, 102]",chunky,train
457,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/368151fa-0fbd-528a-8f56-33e2efa4f22c.jpg,"[0, 298, 997, 1010]",chunky,train
458,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fdfafc98-10e9-5895-910a-62834fa051e7.jpg,"[15, 90, 360, 387]",cone,train
459,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d9e472cd-444e-5dc1-ae28-b60f95b53a72.jpg,"[10, 108, 325, 387]",chunky,train
460,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/661c865b-a9a7-54d9-a9d6-aa8c04608623.jpg,"[80, 0, 771, 1077]",chunky,train
461,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c922c167-888c-5661-b14c-82470bdd37e2.jpg,"[0, 490, 1230, 1006]",chunky,train
462,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7e3a2dee-85ea-56e8-bbde-76dd1329214a.jpg,"[64, 115, 313, 334]",chunky,train
463,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3992cf5c-37ec-5728-b9bc-a4f81eda2fd5.jpg,"[0, 210, 817, 859]",wedges,train
464,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2fc396eb-aca2-5fdb-b177-286fb0488485.jpg,"[83, 404, 913, 1063]",chunky,train
465,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/dbd89e74-0597-5066-9127-cd1982c891dc.jpg,"[64, 400, 1193, 1150]",chunky,train
466,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5923cfa4-3c5e-5c51-ab0d-f7876802a960.jpg,"[0, 122, 861, 947]",stiletto,train
467,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1f4b6a5b-e8e9-5d0c-a729-a7047e85c48f.jpg,"[133, 394, 824, 912]",stiletto,train
468,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2eeb77eb-5da5-5fb9-b419-e1490edb3836.jpg,"[417, 1174, 582, 1312]",chunky,train
469,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/991b7f43-4198-50ae-9077-504a664d3111.jpg,"[16, 147, 955, 1164]",chunky,train
470,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f32d4885-d301-5852-beae-461589671f88.jpg,"[130, 19, 336, 358]",chunky,train
471,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/973515a2-2644-53f3-a1f7-3aa5edb73b3c.jpg,"[27, 34, 545, 274]",chunky,train
472,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5a73b99b-3477-57ca-a8e6-ada9dcb79e24.jpg,"[18, 148, 350, 381]",stiletto,train
473,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/3931bd0f-9994-5996-b87c-c01957e175a0.jpg,"[11, 6, 316, 265]",stiletto,train
474,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/59167cd7-094f-55a0-9b69-ecb7ecc34e8f.jpg,"[144, 0, 450, 592]",stiletto,train
475,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8879e7fd-2945-5e42-a043-ddeb80758b75.jpg,"[0, 179, 1000, 1170]",chunky,train
476,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f381a717-7c29-51eb-9e47-3510b1b9b166.jpg,"[106, 50, 595, 550]",chunky,val
477,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/10df3b9f-e0a8-504a-a3da-1682ae7bbbf6.jpg,"[3, 461, 1211, 1034]",chunky,train
478,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4515b908-6fc5-5909-8585-84c7673053f1.jpg,"[59, 352, 885, 1077]",stiletto,train
479,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/825e1ecd-63cb-5fbd-ae7d-25dba7e73e84.jpg,"[48, 202, 878, 1045]",stiletto,train
480,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bcb310c4-afad-56bd-a1cb-59a5b4d8e647.jpg,"[0, 157, 997, 1135]",chunky,train
481,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7836b216-3188-541f-b8d1-319d7c3b21f8.jpg,"[59, 184, 878, 1073]",wedges,train
482,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/76d5feb6-4907-56bf-8f00-9026d6b4eff5.jpg,"[515, 908, 948, 1467]",chunky,train
483,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ef6d3fea-6afa-5490-b767-cd4e83e9f854.jpg,"[33, 121, 452, 410]",chunky,train
486,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0988d0b1-9041-5d83-8c3d-3e875fe9a9b8.jpg,"[55, 390, 909, 1042]",stiletto,train
488,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/43e95d48-a220-5194-9e98-e431b6270200.jpg,"[54, 418, 1230, 1085]",chunky,train
489,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e3f5f1df-80af-5833-bb7c-a6c65a3fd03d.jpg,"[10, 158, 1193, 1272]",chunky,train
491,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c93660ec-6975-5704-a06a-5d6b445e2384.jpg,"[34, 146, 349, 448]",stiletto,val
492,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c52378f8-ee36-57ea-9a4b-8bb997d6ca80.jpg,"[55, 150, 330, 380]",chunky,train
496,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/14144f68-2954-55f4-9432-a7f42a8750cf.jpg,"[20, 261, 632, 575]",chunky,train
497,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/02c3ec6e-4824-58b1-a0f3-5d99ebc34233.jpg,"[63, 305, 499, 565]",not_visible,train
498,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/26f8ec99-e29d-51ed-9b0e-a486f45ca3ab.jpg,"[72, 135, 316, 350]",cone,train
499,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1dcb81d7-d074-509a-ba10-486855de8bb9.jpg,"[0, 311, 994, 990]",chunky,train
500,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/252236dd-5329-5015-a297-f0009d925857.jpg,"[54, 106, 439, 399]",wedges,train
501,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c4575561-5e2d-513c-9202-bccefb3b960b.jpg,"[252, 54, 991, 1449]",chunky,train
502,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/208edad0-e82d-5c30-ad62-b764db7092b8.jpg,"[105, 394, 1000, 974]",chunky,train
503,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/baf791ae-6fdb-510d-a168-a5375ebb685a.jpg,"[165, 560, 710, 1010]",wedges,train
504,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6f49d5ab-1d5f-56fc-9146-c927214a2938.jpg,"[151, 382, 1215, 1409]",wedges,train
506,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/38e45bfa-8a8a-5b20-b0e9-5988064d0fc6.jpg,"[76, 564, 927, 1038]",chunky,train
507,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/02eef74b-c62f-5696-8dc7-7882e8c0eee9.jpg,"[0, 137, 864, 929]",stiletto,train
508,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d12f0149-1b12-5102-920e-b019d5c8841b.jpg,"[62, 362, 902, 1024]",cone,train
509,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d2ba0e21-0929-54c0-9839-8e37dd05d1f7.jpg,"[10, 11, 172, 93]",stiletto,train
510,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b3f50ef7-8260-5e6f-a22c-d3ba92a6f5db.jpg,"[0, 310, 1218, 1215]",wedges,train
511,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ced9fff4-fda4-5072-aa93-d4143a1ddbea.jpg,"[62, 181, 895, 1070]",chunky,train
512,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9027e3a8-8523-5591-be13-0de626266fbb.jpg,"[233, 181, 1622, 2544]",chunky,train
513,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/82402a58-763d-5251-ae86-55914e141c7d.jpg,"[45, 10, 276, 215]",cone,val
514,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/50cea263-c819-5164-b26d-06bd66ec8aa8.jpg,"[28, 332, 355, 543]",chunky,train
515,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0f1d89ee-b01f-5930-b27b-c96177ca207d.jpg,"[147, 18, 319, 401]",not_visible,train
516,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5c1c96fd-33be-599c-a93a-3c922952180d.jpg,"[0, 144, 1218, 1319]",chunky,train
517,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/568b86fa-beaa-5e64-b6c8-bc7d75d2ce04.jpg,"[11, 146, 343, 406]",stiletto,train
518,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c0e1b7c2-cf9e-5f01-8ba1-393915e3bcc7.jpg,"[87, 320, 895, 1070]",chunky,val
519,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d2c96ce4-194c-59d0-9f0f-07c4e545a515.jpg,"[158, 13, 463, 615]",wedges,train
520,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/cee94370-deb1-5169-9cd9-42c6d8c7e1a7.jpg,"[12, 13, 326, 293]",wedges,train
521,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/887b4dd1-17cc-584c-8168-55705080a948.jpg,"[0, 429, 1000, 933]",chunky,train
522,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/500a6470-c10e-5fff-9d96-4a6d2700554f.jpg,"[12, 195, 968, 1138]",chunky,val
523,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/8ca6012d-ab71-5896-8797-767074d60eb7.jpg,"[384, 451, 1264, 913]",chunky,train
525,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5fbcede0-6b2d-58a9-ad8f-a9eb7be1eaee.jpg,"[0, 105, 987, 1218]",stiletto,train
526,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/1d60381c-ae9f-52c3-a5d1-b0ad254e627d.jpg,"[36, 48, 188, 191]",stiletto,train
527,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/55bcf9dc-9808-582c-8de7-14edffa9f32d.jpg,"[18, 72, 1197, 1373]",chunky,train
528,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6be940fb-acfc-5f4e-aa3a-1f5a3fb441f1.jpg,"[5, 101, 290, 345]",wedges,train
529,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b47e90be-a34a-5d84-8bdf-189992b5f381.jpg,"[64, 229, 426, 432]",chunky,train
530,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a0bcc4bb-1205-50bb-8c52-ce957fc67e21.jpg,"[7, 65, 336, 258]",wedges,train
531,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6a63eaab-9e92-504d-b50f-1e78e06febe4.jpg,"[81, 24, 251, 446]",not_visible,val
532,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/488a9a04-c510-5e18-a214-b50affad0c94.jpg,"[144, 0, 836, 1327]",chunky,train
533,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d91c13c9-41d7-5243-9c29-ed66af22f745.jpg,"[112, 12, 872, 1327]",chunky,train
534,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a41805d1-80a7-59ab-a33f-35c995a51621.jpg,"[40, 86, 956, 899]",stiletto,train
535,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d5718401-5e08-5151-bc70-898478817d6a.jpg,"[112, 899, 873, 1336]",cone,train
536,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/0a160a8c-012b-5754-83e2-ad25b21252a4.jpg,"[71, 339, 798, 1020]",chunky,train
537,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2426cf4e-c9e7-508e-b119-dedbdee53e6b.jpg,"[41, 449, 927, 1070]",chunky,train
538,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/65b01278-79a4-5d25-8fb8-c3ef95de981c.jpg,"[81, 38, 634, 971]",stiletto,train
539,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/aca487ab-5eaf-5aa7-8d23-61c46b2368ea.jpg,"[34, 50, 190, 140]",chunky,train
540,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9d85a051-a239-5783-ab38-4c8e0f7db71d.jpg,"[920, 814, 1496, 1787]",chunky,train
541,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9981bf8b-c9de-5e24-b76c-3525558fdfd2.jpg,"[48, 374, 834, 984]",wedges,train
542,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/175eb2bb-9da7-5d55-bab3-6959cd48e394.jpg,"[48, 108, 892, 1080]",stiletto,train
543,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4c772b71-b85f-5da1-a3f2-2b88c2141b71.jpg,"[0, 86, 1200, 1424]",chunky,train
544,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/df89a262-bc38-5c74-a106-9ef3d7dc8d59.jpg,"[530, 11, 1070, 1149]",not_visible,train
545,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fd8422ea-5571-585b-b7d0-713907f23538.jpg,"[27, 306, 899, 1063]",stiletto,train
546,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9b0e4d02-28ee-5906-bcfe-20788ec8238e.jpg,"[53, 176, 330, 377]",chunky,train
547,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d64f37f1-d5fc-56d7-8232-40bbae96b83e.jpg,"[21, 186, 543, 396]",not_visible,train
548,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7d00a2c7-6326-57da-88fe-a96689d48cdd.jpg,"[0, 100, 1222, 1431]",chunky,train
549,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/203f50bf-d29d-5555-91d7-7983d5d6e883.jpg,"[44, 85, 491, 540]",not_visible,train
550,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/4df2536c-fbe2-5865-9949-88f77bc9f3fe.jpg,"[6, 18, 226, 395]",stiletto,train
551,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/bce9b72d-30b9-5d62-9753-989860b48231.jpg,"[45, 117, 752, 600]",stiletto,train
552,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/37042661-b64a-52da-8011-63de1cdb9b59.jpg,"[23, 71, 432, 308]",chunky,train
553,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/68a875a4-8463-53ad-a559-991595be3732.jpg,"[55, 76, 765, 726]",stiletto,train
554,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ebc3ee04-26dd-5c27-86ea-d01f11a09594.jpg,"[0, 277, 1229, 1233]",wedges,val
555,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/30eb6d33-e0ca-5f8b-a904-91c65b25af94.jpg,"[27, 86, 603, 569]",wedges,train
556,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/ac1bcc01-89b6-5173-b5ee-9e033305cb01.jpg,"[48, 51, 181, 152]",stiletto,train
557,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/53ec6c32-5f74-58eb-be17-de3c7fd9bd42.jpg,"[24, 41, 390, 225]",not_visible,train
558,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/2449ce2d-e150-5a5a-b891-09091bbf3998.jpg,"[109, 41, 888, 1289]",stiletto,train
559,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/d8e34e2c-8bd9-50be-b14f-d94205df1f99.jpg,"[38, 233, 955, 1045]",stiletto,train
560,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6c5e2c08-e6e3-5872-87b3-efe5fd8beeb7.jpg,"[31, 435, 923, 1073]",chunky,train
561,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7dc982f0-7e5e-5d27-b670-0c913879656d.jpg,"[15, 212, 588, 377]",chunky,train
562,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f3580019-704a-55f0-90f7-bdc008bd62e2.jpg,"[593, 15, 791, 238]",stiletto,train
564,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9cc9985f-e980-55e9-89e5-57182290481f.jpg,"[50, 3, 632, 411]",not_visible,train
565,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6332b35f-6cc3-5ca3-a1ee-265a29491c3a.jpg,"[84, 352, 814, 1026]",wedges,train
566,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/7d719973-fa5b-56e9-8d9d-d1741d48c983.jpg,"[25, 173, 962, 1151]",stiletto,train
567,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/b0d10128-03bc-51f9-84f9-bc2500a03ee8.jpg,"[6, 73, 1276, 1203]",stiletto,train
568,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/6bed9cc4-26e6-5a03-9517-03777b6c8256.jpg,"[33, 5, 306, 416]",chunky,train
569,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/193eb221-bbf8-5099-a30b-147338fa37f6.jpg,"[22, 160, 952, 1160]",stiletto,train
570,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/05db8224-8c85-5b58-96d7-aca5f5bd8867.jpg,"[15, 70, 199, 153]",chunky,train
571,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/a90eb6d9-fbd6-5969-832e-101adc52b2b5.jpg,"[3, 158, 327, 369]",chunky,train
572,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/710fced5-8892-58f0-a413-e1044eb14f4f.jpg,"[153, 20, 840, 1422]",chunky,train
573,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/07e6bec0-f3e8-5c43-845d-5012286b79d8.jpg,"[225, 581, 270, 683]",not_visible,train
574,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/e7f7b1ec-26c1-5fd9-a118-8e259b826098.jpg,"[14, 282, 732, 975]",stiletto,train
575,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f03a5f4e-fc65-5c0a-957d-ad4e4b67ae96.jpg,"[0, 55, 420, 487]",chunky,train
576,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/10106afe-2f86-502e-aef1-c41bdfc5d3ad.jpg,"[0, 339, 1000, 1022]",chunky,train
577,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/f412a4ce-85a4-5681-95a1-43c21b36cb5c.jpg,"[0, 108, 1230, 1370]",wedges,train
578,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/9587df3e-a2b0-5851-b735-2c956a639aaf.jpg,"[93, 150, 930, 834]",cone,train
579,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/59dfed10-112d-58aa-a344-1e1ccb442aaa.jpg,"[45, 467, 920, 1059]",chunky,train
580,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/054dd252-592f-5af9-8bc5-5e453e645a89.jpg,"[14, 145, 549, 714]",chunky,train
581,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/92718e89-59cd-55f1-816b-c6e8c2ec01f3.jpg,"[5, 147, 346, 442]",not_visible,train
583,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/5de215b6-cc9d-55f5-be3a-97a33062ad33.jpg,"[0, 551, 1000, 763]",chunky,train
584,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/fcd5631c-5b06-5d2c-b34e-f673085106b3.jpg,"[0, 234, 486, 569]",not_visible,train
585,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/414c734c-30f3-5a1b-990a-2867f29d2e8e.jpg,"[31, 205, 948, 1063]",stiletto,train
586,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/704d1e54-e9c3-5995-a5d5-52f1e3cb6ca7.jpg,"[76, 16, 936, 1314]",chunky,train
587,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/c20b808f-dc3d-5ee3-b7c6-df7c6b20253d.jpg,"[59, 616, 888, 1070]",chunky,train
588,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/images/17a0ec45-3765-5bef-bbae-cd8571e195e0.jpg,"[38, 52, 575, 581]",wedges,train
