image_name,image_url,img_path_old,labels,labels_crops,source,img_path,status
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d4a1fdfa-660b-5993-aef9-22e3763326cf.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/efddd28f-fd0a-51a1-b1d0-f67c9505de94.jpg,Sheath,"[219, 90, 822, 1391]",,/ofs/images/gen_images/e29eebf9-a44b-5465-b91c-83b880ccba7c.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4e6616a5-53de-59cf-a2ad-86f58fb58869.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/92dcc202-966e-508f-82d0-71e43ad2b89d.jpg,A-Line,"[396, 86, 832, 901]",,/ofs/images/gen_images/284cea82-e051-5fff-8bd1-be14336d1d86.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b5dccaed-a7ee-53e1-8ef7-3330376b9e60.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/15035244.jpg,Column,"[105, 125, 340, 901]",,/ofs/images/gen_images/221cae34-3b14-5ab7-be85-a9fa4a7aa7c7.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f02292b4-a204-5b75-9d7b-1f80c31d3783.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/7c73cf64-f3af-5446-bba1-1aca30681af2.jpg,A-Line,"[355, 129, 759, 916]",,/ofs/images/gen_images/ff6777ef-33bc-5234-8f0a-811c7592b47b.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/772e7445-8812-5610-a753-4c73d72456fb.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/7d0fd865-c8d0-559e-8a6e-77c3eaba7341.jpg,A-Line,"[346, 72, 814, 887]",,/ofs/images/gen_images/3260186f-750a-595b-9997-4bd6deea465d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/82717ca2-fb55-56e6-b292-febad76d22d0.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/20338308.jpg,Shift_Sack,"[67, 49, 416, 763]",,/ofs/images/gen_images/4129f9bd-f06c-5525-89dd-ef5ca5c7b17c.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9a1572ab-5e5d-5c35-8040-574d765d70ed.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/11935452_9127150_480.jpg,Mermaid_Trumpet,"[44, 7, 416, 623]",,/ofs/images/gen_images/b8d82c26-ff04-5be6-b8de-3d0c7c7fc890.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/6c48890b-9c9e-5a01-94ba-cc2c77738470.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/1411442177_RLLZ_1.jpg,Shift_Sack,"[282, 0, 576, 659]",,/ofs/images/gen_images/7bc15406-1cb5-5fe7-bd25-232511943224.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/81c5d8a7-02c5-5292-9e7d-4863373f54f6.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/ba835777-70ae-51b2-a5f3-1a0cc5bdbe72.jpg,A-Line,"[418, 108, 872, 843]",,/ofs/images/gen_images/a13ce29a-25e5-564b-abdc-340c16e68ef1.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ab52f8c9-3d60-5874-8148-17a3efe1828a.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/12016070_9466029_480.jpg,A-Line,"[141, 6, 321, 446]",,/ofs/images/gen_images/702a6cf1-0013-58ee-bbef-1faae0c0db88.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f9bdba2c-8ae8-5327-bbf3-470c9489497c.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/21229olive-2.jpg,Sheath,"[110, 57, 456, 918]",,/ofs/images/gen_images/6559c487-2c9e-5e5a-a5fd-997939e7d606.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c48d4e84-4075-54be-817c-a1ce8484a164.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/24efdd35-532f-5c7a-b373-33171a338174.jpg,Mermaid_Trumpet,"[98, 6, 289, 498]",,/ofs/images/gen_images/7d275e08-88ab-5896-ae09-68df82d541be.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/eda17580-0b68-5192-815e-10a654054fae.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/10101844_chrry_main.jpg,A-Line_FitFlare,"[119, 68, 799, 1188]",,/ofs/images/gen_images/1f9db2eb-3476-5ebf-892d-377ad23c6e74.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/539a003f-12bc-5224-8df3-5b95191281ca.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/10163442.jpg,Sheath,"[87, 135, 317, 695]",,/ofs/images/gen_images/57c721e7-5f2e-5e2f-9c25-99a6710c42f0.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ff924bd3-bc8b-5872-b479-84053bf70729.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/74_ruelala_E9016560-6259-4586-98B1-0CB6B7F6BB03.jpg,Shift_Sack,"[288, 50, 764, 783]",,/ofs/images/gen_images/18bfdb2b-f7a8-5f62-a913-5441d847311a.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7a99a516-235e-5cd5-87a3-9627f8bf22ea.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22655052.jpg,Mermaid_Trumpet,"[45, 45, 534, 1025]",,/ofs/images/gen_images/837bb0d6-214d-5789-945f-ddc141688524.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f772d3a5-0719-5a08-995a-30199743e18e.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/IMG_2697 copy.jpg,A-Line,"[3, 97, 1070, 1320]",,/ofs/images/gen_images/7272c9ee-30a0-5d9e-b362-3fc8fdd9fa5f.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/64fec4bb-bb6d-5a6e-b106-4c913dc3030e.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/7dc63037-4521-5fd9-a8ca-e877267ba1e4.jpg,A-Line,"[375, 0, 818, 951]",,/ofs/images/gen_images/334a1374-572d-50e6-a212-3f37babcaeea.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e2558fc1-be02-538b-a31d-bef8c76c6ab9.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/mn128.jpg,A-Line_FitFlare,"[53, 15, 138, 162]",,/ofs/images/gen_images/446d375d-41f2-52e4-a000-0b3a207be0b1.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/648b10ff-ff47-5852-8ffb-d8b1bf32d999.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/296ea6f2-9db6-5d28-b744-07141dce69a5.jpg,Sheath,"[407, 104, 739, 854]",,/ofs/images/gen_images/f2d24fe6-adea-513e-9995-1b471738db62.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9f7a338a-99d7-5073-941a-b9c151c1feb7.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/38e92b39-187c-5698-b12b-be273e15adb4.jpg,A-Line_FitFlare,"[387, 17, 895, 941]",,/ofs/images/gen_images/a5f45947-7496-55d9-a619-f73ac46a1fe4.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/54d88850-7d51-5d58-9e40-771b8521d145.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/11829913_8811765_480.jpg,Fit_Flare,"[95, 46, 398, 586]",,/ofs/images/gen_images/885f7989-46be-5240-b8ce-01dedaea32ea.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ed4e8040-af4e-5942-855c-e6f5090f5896.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/033c6dd5-e4a7-519a-9e18-cec6bdc79033.jpg,Sheath,"[421, 68, 796, 919]",,/ofs/images/gen_images/07c1644d-d3cb-5a29-a2c1-80a8723e1031.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/002df62f-8ebb-509c-9923-b87ec11bce51.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22713221.jpg,A-Line_FitFlare,"[40, 0, 438, 876]",,/ofs/images/gen_images/9f47a728-3e62-5a5d-af29-d668e6e22e2d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9e218341-7540-5a2b-8c41-f2c11acb3dac.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/2b15b082-b164-5154-878c-78d11d2b9aca.jpg,Sheath,"[393, 0, 775, 883]",,/ofs/images/gen_images/cd3b59c3-8546-5ddd-9301-139b3cf120f3.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e5d8f135-161e-553d-b320-c7adb1596c96.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/purple-prom-dresses-short-homecoming-dress.jpg,Fit_Flare,"[29, 32, 486, 804]",,/ofs/images/gen_images/04a24fde-9e3c-5beb-a4aa-af039b9b6b43.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5827e263-822e-5cfd-af23-1c2d929ee959.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/short-prom-dresses-2015.jpg,Fit_Flare,"[97, 36, 553, 865]",,/ofs/images/gen_images/aefa25ec-21c8-5068-a61f-9dd79837dcf5.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/014bb774-a2df-5874-a3e8-143f83b4d54b.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/23776863.jpg,A-Line,"[14, 32, 368, 841]",,/ofs/images/gen_images/79677205-77b1-5ec3-b38e-426761986dc2.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/43bb6bdb-5980-513c-af39-36fd7c9c1992.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22197994.jpg,Column,"[95, 34, 367, 985]",,/ofs/images/gen_images/03f66ee0-bd88-55c8-a6dd-3eecee5789fd.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f02710a3-8253-5f69-be49-a4bb4aff4419.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/108038_thumb_g_1481162897811.jpg,Mermaid_Trumpet,"[71, 38, 205, 319]",,/ofs/images/gen_images/a0a082d0-a218-5c7b-8261-8c20a6269485.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/dd8e24ab-3ee6-525e-9c95-d2261e749908.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/short-dark-navy-homecoming-dresses-beaded.jpg,Fit_Flare,"[126, 18, 493, 586]",,/ofs/images/gen_images/8dbcb93d-6b22-54ad-ac7e-bb198dd845d9.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/52cd73fb-28b7-51aa-a8fa-78f1b9e60fdb.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/20386736.jpg,Fit_Flare,"[68, 106, 621, 781]",,/ofs/images/gen_images/1b592b98-5656-5b79-bbef-9ef7035449f2.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/204dceab-49de-575c-b539-202b41e093dd.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/21756229.jpg,A-Line,"[53, 30, 423, 817]",,/ofs/images/gen_images/5891b8f0-4fc4-52f7-a981-5801cfe1cb64.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7a83d21f-a347-5d7f-84ef-9302de7b763d.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/aedc6c68-6a57-5abe-89e2-b541b01c8bf5.jpg,Shift_Sack,"[418, 82, 822, 876]",,/ofs/images/gen_images/e827443f-fe61-5978-928d-328b10338844.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e7b57ff5-df3f-5baf-8619-fd2ae77d4d67.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/1411005916_RLLZ_1.jpg,Sheath,"[321, 15, 578, 719]",,/ofs/images/gen_images/21416c9c-8be2-5ab4-aa17-92e585a03968.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ff38e71b-c7cf-5521-8ae5-0c34cd433261.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/a3648438-ac51-56e3-a5ca-53f0fd952dfa.jpg,Shift_Sack,"[162, 7, 1052, 1471]",,/ofs/images/gen_images/3e9d2334-c814-5104-8810-87a438ece031.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/dc7f07eb-de2c-5a0c-9864-521e7715560e.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/d38b10de-7b12-5341-aec8-a878110544b9.jpg,A-Line,"[418, 0, 897, 894]",,/ofs/images/gen_images/32b1ebf2-66bc-550b-93eb-eda0b814845c.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4ee4342a-08b2-5080-a96c-1a799dbf0fb3.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/12037126_10106779_480.jpg,Shift_Sack,"[124, 38, 343, 506]",,/ofs/images/gen_images/8e06d0e3-50a8-5078-8cde-064fbb08baeb.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/29c51b38-5e9f-5aa7-8d89-61bff276e567.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/12424499.jpg,Column,"[38, 0, 304, 915]",,/ofs/images/gen_images/dfa562d4-c497-5f5e-b9d2-c2d901b8941d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4a574214-81b0-5ac7-bae9-dfae40a23c24.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/13519082.jpg,Shift_Sack,"[37, 32, 379, 822]",,/ofs/images/gen_images/d0f47f17-1db3-5d61-991e-eed32b61679d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c02fffe7-5c72-5b44-9ccb-d84911103711.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/499-nude-off-shoulder-dress-77c75bcc-product.jpg,A-Line,"[74, 25, 282, 505]",,/ofs/images/gen_images/446e69bf-37c2-5f7f-a61e-86d65cfc0fd2.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/410924dd-03a6-56fa-8036-d7ce2097000a.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/e3973900-faea-533b-976b-94a7eb45afc9.jpg,Sheath,"[342, 129, 742, 854]",,/ofs/images/gen_images/a33085a2-53e5-50a0-9dba-ecc0f37aea11.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1f559114-7e3f-5e1b-8543-fa082aa7f543.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/6184f379-1178-55f9-9a1b-faeba4286c38.jpg,Sheath,"[292, 10, 901, 1427]",,/ofs/images/gen_images/389e7d96-ed73-512a-aa66-0deef45c44cd.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/03fc7cc8-7ace-511e-9507-fc73d62f0ad9.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/11935449_9132635_480.jpg,Mermaid_Trumpet,"[100, 12, 387, 601]",,/ofs/images/gen_images/7124bebe-45dd-5a30-9093-1157f09e0282.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f3ae576b-c8eb-5597-bf75-e4f1c851d765.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/12123579_10002661_480.jpg,A-Line,"[141, 52, 309, 353]",,/ofs/images/gen_images/46515153-7969-5836-8d32-0ae4d2843511.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/6b8406f9-01fc-5676-ad68-7b3c59df288a.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/6e0d1152-f8ee-58a3-9c2b-80556d70f3c3.jpg,Shift_Sack,"[353, 93, 897, 969]",,/ofs/images/gen_images/db54b0e0-9a40-593b-956a-d17e6bc967ad.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b331c7f8-cfd2-5bc2-a605-694825beff4d.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/19730d13-ca82-57a0-b1df-71c110940523.jpg,A-Line,"[403, 82, 818, 894]",,/ofs/images/gen_images/7f515f3a-0fbc-5f88-a17c-24f1912ea143.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ed10713c-b43a-5af8-9bd9-8a9423a43c6f.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/12115281_10129098_480.jpg,Fit_Flare,"[72, 9, 424, 472]",,/ofs/images/gen_images/7f1b6779-844a-54bd-b079-02a37ce78622.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/fbc80a7d-8994-531f-bc33-78f9530f3b54.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/74_ruelala_1D0F0E76C7E49FBE319E26096120876FAF3044DA.jpg,Shift_Sack,"[317, 76, 1254, 1908]",,/ofs/images/gen_images/3beec2d7-850e-55c6-a00d-8275e5d6ea82.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/79792f10-15c0-594c-88aa-c59d892c8470.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/navy-dress-dq-9659-b.jpg,Fit_Flare,"[66, 8, 317, 472]",,/ofs/images/gen_images/16f39672-5256-5cd8-acf6-3682d45a360b.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/45c643ba-e244-5e4c-9f06-75e10fdcaf13.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/965b2297-2dea-59c8-bed3-7f4111c4d4da.jpg,Column,"[532, 23, 1171, 2149]",,/ofs/images/gen_images/042796ee-483b-5a16-9f01-64bd173c64ed.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d086a392-1e97-5853-a581-6acceeb1abeb.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/74_ruelala_F324C09B-394F-48BE-B9DD-95B0ED9BB632.jpg,Shift_Sack,"[295, 41, 761, 723]",,/ofs/images/gen_images/9f4ab071-48e7-578f-b3ce-63751c24264a.jpg,val
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ea359c89-0ea5-54a8-a3b8-e10bb07d5906.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22718291.jpg,A-Line,"[41, 0, 358, 764]",,/ofs/images/gen_images/94b22192-722c-5d77-ace2-1665fee2216c.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/389b6513-0893-59d5-8168-8ae65e822ad2.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/11866760_8809346_480.jpg,Shift_Sack,"[75, 0, 410, 636]",,/ofs/images/gen_images/4f3f87a0-89eb-5982-ad92-f00fc9901fb3.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/19127a30-79ee-588d-9513-e2e516f40068.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/h17_0499_vnl_102.jpg,Sheath,"[213, 27, 393, 467]",,/ofs/images/gen_images/e640a2dd-9965-541f-88fc-1a8f0e40305f.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8d766875-a13b-5b7c-9457-7245bbbc1994.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/6219697e-1847-56db-9147-3093f43c251c.jpg,Shift_Sack,"[429, 0, 818, 915]",,/ofs/images/gen_images/67591e28-3afe-5920-9993-bc8a6e7f21bb.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/48e27fa7-6ae4-577d-be26-3a0d059e0dc3.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/24184666.jpg,Mermaid_Trumpet,"[51, 29, 337, 1010]",,/ofs/images/gen_images/3c19aeb2-6109-5c5d-a93a-e4b9801bb03d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/40a28c6c-109e-5e79-9a05-0bfe228f7127.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/14338407.jpg,A-Line,"[25, 59, 413, 759]",,/ofs/images/gen_images/71a41ed1-3ecf-5e7b-aee3-555f382cef4c.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2a4d5706-5d10-5b85-9898-2b6eff134596.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/7c69c545-8bd3-5cec-92f7-827b9716b4db.jpg,Shift_Sack,"[407, 75, 811, 908]",,/ofs/images/gen_images/b7a51e2d-0274-5a49-b75f-c057dd03b862.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/356cf7bb-f5c0-576c-81fa-d00071ee40bc.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/FullSizeRender.jpg,Shift_Sack,"[276, 31, 735, 866]",,/ofs/images/gen_images/ada0d030-a9f0-5711-ac44-cbaf2cb43e5d.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8ab6c68b-f91d-5986-b3dd-fc2abe98a03e.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22086126.jpg,A-Line,"[41, 44, 421, 823]",,/ofs/images/gen_images/227c39c5-4ca9-5b18-8c61-9a12c2a8d511.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4bb24191-1115-52d1-a859-126c1d698777.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/c935ef36-bdb7-58ef-a825-e700abdc4c0e.jpg,A-Line_FitFlare,"[81, 45, 161, 189]",,/ofs/images/gen_images/eb0f96df-1cf0-5ee0-9f4d-e894d380c2b7.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f1c12cbf-a4a3-55eb-a4fb-520c99761f99.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/23423535.jpg,A-Line_FitFlare,"[48, 63, 597, 769]",,/ofs/images/gen_images/12b0ea7f-132c-5085-9eb8-d92782186cf7.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7c5ce2cc-ac04-5b65-bd3b-e7a08be00290.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/4efead14-0e89-50dd-8a15-818d9029eb7f.jpg,Column,"[76, 17, 163, 320]",,/ofs/images/gen_images/69ba5d76-14a3-5615-815d-58316d3a5209.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/26a6fd36-69d4-5788-8c54-8711e7411e6b.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/8c93a477-bba2-5db3-8894-5bf8e4cb7beb.jpg,Sheath,"[414, 162, 818, 822]",,/ofs/images/gen_images/8842da18-0aa8-5f90-8490-d067ebfec54a.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/bef192aa-9c8a-5578-b37a-f719712d76c1.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/86f935e3-e460-5e74-b11e-021747ddbb4c.jpg,Mermaid_Trumpet,"[69, 12, 259, 592]",,/ofs/images/gen_images/7eae4b9e-8816-51a9-a888-1c7924de23ab.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7161372d-d4c9-542c-8292-b6d6367643cc.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/13863100.jpg,Column,"[89, 29, 354, 992]",,/ofs/images/gen_images/993b0bdb-a93c-5a80-9d6d-df9a757e61ee.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/77758b87-9e6f-5332-bc40-ba4ab83dc3ca.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/1411071734_RLLZ_2.jpg,A-Line_FitFlare,"[267, 36, 615, 659]",,/ofs/images/gen_images/7fff0ba6-41a4-5e2c-9011-69b3633786fe.jpg,train
,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/777bf077-f2af-50e7-8a84-5ae2e2e134ca.jpg,/mnt/atom/cv/train_hdd/dressstyle/iter0/0_2/loc/images/22858404.jpg,Shift_Sack,"[30, 47, 450, 930]",,/ofs/images/gen_images/be3776d6-2d9d-5bdd-8345-e971fe05277b.jpg,val
