neckline_loc,labels_crops,neckline_loc_conf,image_name,image_url,img_path,labels,labels_crops_old,status
scoop_neck,"[43, 34, 310, 294]",0.922566652298,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e0bb5cef-06f7-53fa-9199-5bef9a358c43.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/43d7feab-5777-58b3-83bc-2fe43aa9e1f4.jpg,scoop_neck,"[56, 40, 302, 286]",val
collared,"[197, 375, 564, 780]",0.486601024866,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1709fbe6-1966-5fc8-ae41-1082f91d0bbc.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/dc753710-0ef1-5630-818f-9d9dadf8413c.jpg,collared,"[210, 385, 569, 744]",train
strapless,"[158, 25, 601, 514]",0.632932722569,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c1ce18ba-1db2-5f04-be2d-4babbdbdda38.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22668660.jpg,strapless,"[152, 53, 597, 498]",train
collared,"[0, 4, 94, 86]",0.927881240845,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c170cd8a-26c0-54bd-949a-cca112f6dc6b.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/73_macys_E3601734CDBEA5B38AB0C3B5ADC310A1485C0C70.jpg,collared,"[3, 0, 92, 89]",train
highneck,"[15, 12, 304, 306]",0.848985612392,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ae469876-5244-5282-b951-e30c6f0b6bde.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/73_macys_D52019248366506751C1E6FC1798003F67F27861.jpg,highneck,"[15, 16, 298, 299]",train
square_neck,"[108, 28, 535, 436]",0.98826533556,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/57beb622-6e7b-5998-b993-c4864b23d9c1.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23412786.jpg,square_neck,"[139, 38, 525, 424]",train
off_shoulder,"[198, 35, 556, 382]",0.98296225071,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4cf4a5d4-e3e2-59d8-9f7a-574f66a69a84.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/14833132.jpg,off_shoulder,"[188, 30, 558, 400]",train
scoop_neck,"[148, 86, 558, 511]",0.645470380783,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/827a02dd-a024-515f-8f62-7d2396a33589.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/11140691.jpg,scoop_neck,"[146, 86, 574, 514]",train
cowl,"[60, 25, 250, 207]",0.844719648361,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a403f250-a723-5443-b688-e1f044f9e0c5.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/0ba73ced-1efe-5e6b-90bc-0d323731ed9e.jpg,cowl,"[53, 15, 253, 215]",train
v_neck,"[22, 94, 305, 376]",0.813637793064,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c4c6f8c0-d08b-5ed6-93a7-ae11b0928823.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_3C86DC5C64E1462FC8B03B659B0A27C872542747.jpg,v_neck,"[23, 99, 293, 369]",train
v_neck,"[174, 37, 509, 396]",0.848407506943,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/232fa5a8-6c13-53dd-b714-5ba44535ad07.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/12871397.jpg,v_neck,"[167, 33, 535, 401]",train
collared,"[128, 272, 624, 822]",0.765105605125,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f438c56e-4d46-5287-bab4-b2c561959277.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/ab1a1a8f-ab7a-5163-a744-bfca1abe5af7.jpg,collared,"[130, 304, 708, 882]",train
strapless,"[125, 21, 613, 453]",1.04146850109,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e4561e98-d83b-53c4-af3b-9ca605a7c080.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/11413293.jpg,strapless,"[144, 25, 586, 467]",train
scoop_neck,"[160, 16, 549, 358]",0.965254843235,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/da350c22-4e5d-5c45-a134-edc485f8d8c0.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22784287.jpg,scoop_neck,"[165, 0, 553, 388]",train
highneck,"[120, 54, 528, 460]",0.748908340931,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b1323bc8-5a9e-54cb-bf74-8f530235ac7a.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/21332402.jpg,highneck,"[137, 71, 520, 454]",train
crewneck,"[188, 42, 483, 358]",0.772358179092,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/90ea4f36-f108-5835-85fc-d1428239dba8.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22266245.jpg,crewneck,"[200, 71, 474, 345]",train
scoop_neck,"[156, 112, 311, 282]",0.521474123001,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/84ce919f-f6da-5239-a12a-ad105801f1f0.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23664972.jpg,scoop_neck,"[140, 101, 318, 279]",train
crewneck,"[78, 31, 248, 211]",0.762034475803,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e4a5fe28-9d0a-544b-a827-94e2d45ef86f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/73_macys_42AB2E267F7EA11B41164CC2FBFFC8897D56DAAF.jpg,crewneck,"[90, 47, 249, 206]",train
cowl,"[53, 73, 182, 203]",0.715835273266,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/817695c0-1a0b-5656-b68c-89d4bf12dfd9.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/3ef39831-3ba7-50a6-a278-5eb0da6795e6.jpg,cowl,"[56, 74, 185, 203]",val
boatneck_bateau,"[2, 25, 355, 380]",0.567640721798,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2e1e8676-97f3-5c6d-877b-fe1a05d08914.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_49800B27C092E16AB3034D1B543498600CB1093A.jpg,boatneck_bateau,"[5, 35, 350, 380]",train
one_shoulder,"[282, 46, 1496, 1107]",0.615451335907,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e56a2ac7-15ae-5128-adca-45ae49730f74.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/4e0802e3-a064-529e-b113-ad4237b34f96.jpg,one_shoulder,"[376, 30, 1442, 1096]",train
hooded,"[148, 136, 458, 439]",0.852051496506,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ab59e6dd-368a-5f92-9539-364c839599b5.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/4ea5d6e1-938f-57ba-bf3f-c2e1f999c49d.jpg,hooded,"[157, 144, 452, 439]",train
crewneck,"[82, 68, 591, 650]",0.876840233803,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ac7e72a1-287e-5dd4-b472-dae8e8e26133.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/15045788.jpg,crewneck,"[73, 88, 606, 621]",train
scoop_neck,"[146, 101, 446, 401]",0.915323376656,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e123d6e0-cd55-50dc-b687-c88af0ca023a.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/121bdebe-63a6-5c51-a14b-24c2df3809df.jpg,scoop_neck,"[164, 107, 467, 410]",train
off_shoulder,"[79, 22, 325, 253]",0.842725932598,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3484dfe4-47e7-5ce7-9d05-3c275f08ce43.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23846369.jpg,off_shoulder,"[70, 6, 321, 257]",train
off_shoulder,"[160, 49, 489, 376]",0.827232718468,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/9a62015a-4b45-5e69-98a3-899f2d84f9d1.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22472389.jpg,off_shoulder,"[152, 43, 494, 385]",val
plunge_neck,"[162, 21, 525, 377]",0.945255994797,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/cdd034ae-ec68-58e1-bfbb-12b3d86de22e.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20962450.jpg,plunge_neck,"[162, 17, 528, 383]",train
sweetheart_neck,"[155, 54, 546, 449]",0.731946229935,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5ca65caf-c12c-5a4e-9375-3b777450a03e.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20977586.jpg,sweetheart_neck,"[157, 98, 504, 445]",val
plunge_neck,"[184, 40, 556, 443]",0.871181070805,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c331ac4c-d148-554f-b75c-32867c9ad711.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/21157055.jpg,plunge_neck,"[200, 66, 564, 430]",train
collared,"[32, 288, 704, 995]",0.546830534935,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/710b222a-4ba2-563b-823a-1d4044d6dc3f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/89888362-29e9-52ff-a68d-5fd85919afb0.jpg,collared,"[50, 310, 700, 960]",train
off_shoulder,"[200, 40, 525, 325]",0.797046840191,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/60ccd745-ff37-5572-9c4a-24e2778847fa.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22726995.jpg,off_shoulder,"[208, 43, 505, 340]",train
crewneck,"[176, 23, 523, 358]",0.91032075882,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/cb5cdd7b-d8c3-5d87-bff2-0daf43b86617.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/12576984.jpg,crewneck,"[195, 43, 508, 356]",train
strapless,"[379, 370, 2295, 2385]",1.08857774734,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/07637178-c49f-585c-895a-be41e4ea5137.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/5210ec52-0859-5ef3-8c1b-83a6f7419ce1.jpg,strapless,"[339, 409, 2283, 2353]",train
hooded,"[629, 548, 1455, 1423]",0.831139147282,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ffb285db-3f6f-5d32-9fac-3b06a49bea12.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/263665d8-4119-5689-9186-c02608089c09.jpg,hooded,"[592, 543, 1494, 1445]",train
plunge_neck,"[139, 49, 548, 451]",0.94599622488,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a4d3bbc3-c882-509a-9960-a387882cad3a.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23346724.jpg,plunge_neck,"[119, 12, 567, 460]",train
sweetheart_neck,"[94, 193, 604, 684]",0.590966284275,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/43e01c08-18b5-50ca-8dd6-06d207acdcec.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/21916125.jpg,sweetheart_neck,"[57, 148, 653, 744]",train
v_neck,"[131, 123, 242, 231]",0.568565368652,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d1aa58e1-6f7d-5070-82f0-eafe606278e5.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/dataset10k_1162.jpg,v_neck,"[125, 115, 251, 241]",train
scoop_neck,"[193, 30, 509, 372]",0.829018175602,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4536a197-f02e-5297-af64-42b0f56fc6e3.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23163987.jpg,scoop_neck,"[210, 50, 505, 345]",train
hooded,"[342, 92, 1364, 1135]",0.879633903503,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d7c582f0-a9b5-5e18-b7cb-4c77c9c6f357.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/2e718390-03ac-5385-89c7-7611f904792e.jpg,hooded,"[330, 57, 1426, 1153]",train
hooded,"[219, 210, 585, 558]",0.877710223198,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c5bcedf0-6677-5ec7-9525-b6d1de23ccca.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/728d13ca-26a1-5934-8b0f-3db800c3baa2.jpg,hooded,"[202, 210, 574, 582]",train
one_shoulder,"[196, 33, 479, 332]",0.740840613842,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/44364447-34f8-5325-85b2-008277fb8a23.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/12681745.jpg,one_shoulder,"[198, 71, 447, 320]",train
one_shoulder,"[122, 44, 546, 499]",0.629862368107,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4e8ab1a5-62cf-5f96-b4cb-bddd5ff83860.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20932196.jpg,one_shoulder,"[124, 81, 553, 510]",train
sweetheart_neck,"[200, 77, 488, 384]",0.82077485323,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/aacbe699-a983-5fc0-b77a-40d8e70d629d.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/24287041.jpg,sweetheart_neck,"[233, 132, 470, 369]",train
crewneck,"[214, 25, 513, 332]",0.734358012676,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d9fd4f10-db75-5856-91ce-b279edc42865.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22088828.jpg,crewneck,"[187, 27, 510, 350]",train
v_neck,"[127, 6, 334, 205]",0.935488700867,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3802c0cc-9d17-5598-9c9a-207a763277c8.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/73_macys_4A16E862176174FF20F65BEF5229C3A5DDA63489.jpg,v_neck,"[135, 15, 325, 205]",train
crewneck,"[26, 7, 340, 342]",1.04735767841,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/fa03ad14-20bc-52a2-b0e8-f2dfe4a2131f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_83B9E53C9EC2CE77B1CCFCDF21921F9DC093E65B.jpg,crewneck,"[19, 0, 353, 334]",val
highneck,"[148, 16, 540, 379]",0.890721857548,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1d93f2f7-de2e-51b2-b968-6f5201c6618f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/24503236.jpg,highneck,"[198, 43, 528, 373]",train
one_shoulder,"[153, 32, 506, 383]",0.805663764477,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/a4eb115a-3e56-57bb-ba28-1c7e83ed9d83.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22670453.jpg,one_shoulder,"[147, 53, 517, 423]",train
collared,"[229, 125, 408, 294]",0.864736914635,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d2ec7b1a-d32e-57f2-b4b0-1acb0844c49a.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/18382502_293151397775319_6491253652362100736_n.jpg,collared,"[229, 124, 411, 306]",train
collared,"[113, 88, 267, 238]",0.572912991047,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/1923e136-6365-55f8-b621-aae1c552ebd4.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/2500_1204.jpg,collared,"[118, 100, 253, 235]",train
square_neck,"[179, 9, 511, 299]",0.472048223019,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5ccfdb96-6d93-54b9-8c52-1d815384cc6f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23206122.jpg,square_neck,"[177, 0, 507, 330]",train
square_neck,"[195, 180, 489, 506]",0.947032153606,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4beea217-e7a9-5edb-a9a2-325f15e636ad.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23240497.jpg,square_neck,"[241, 239, 452, 450]",train
plunge_neck,"[148, 35, 539, 410]",0.892023146152,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/3d938ab5-7ec1-58cf-80fe-9018c71337ce.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20950284.jpg,plunge_neck,"[152, 20, 548, 416]",train
plunge_neck,"[228, 33, 502, 327]",0.698585987091,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7faf0c0a-5940-514d-9bbb-1bd2430f6f02.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22829213.jpg,plunge_neck,"[249, 71, 487, 309]",train
highneck,"[127, 35, 572, 511]",0.695403158665,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/f6ba73e7-6174-5d56-b54d-7bdcc0ebbd95.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/24544394.jpg,highneck,"[124, 48, 576, 500]",train
plunge_neck,"[31, 2, 148, 102]",0.892928957939,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/4ca0ab76-1274-5b34-826c-dfabea5a6486.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_351153FACBAD61229660851DEE0C267315FE2BD9.jpg,plunge_neck,"[46, 8, 135, 97]",train
v_neck,"[160, 8, 440, 267]",0.977664172649,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d0cecf3f-74d3-5106-ba17-5678109e7448.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/73_macys_17A07B821D301672505E54A973363311118C161D.jpg,v_neck,"[169, 12, 435, 278]",train
highneck,"[148, 33, 532, 403]",0.87859916687,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2e4c348a-1057-5552-87ca-9eb47a0c064e.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/12546916.jpg,highneck,"[139, 22, 548, 431]",train
v_neck,"[58, 65, 292, 305]",0.905541837215,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/318dd226-6b4c-5b12-914a-27f4c7feb73d.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_36EE1E29DFE205EF1AE24BD6400A5C79917E7645.jpg,v_neck,"[61, 72, 287, 298]",train
strapless,"[40, 162, 648, 806]",0.847690761089,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/54148bac-5d11-5299-aaa4-e460413f1ff9.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20950644.jpg,strapless,"[31, 159, 666, 794]",train
plunge_neck,"[157, 16, 487, 358]",0.772944509983,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/d988dbab-2b27-5230-b266-7533c8626f34.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/21170003.jpg,plunge_neck,"[165, 25, 492, 352]",train
off_shoulder,"[162, 58, 556, 450]",0.881686449051,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5d66aa1b-07f7-52ef-9a16-3d0a1edc5050.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/22173317.jpg,off_shoulder,"[172, 88, 553, 469]",train
v_neck,"[191, 77, 543, 479]",0.67132204771,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7bca98c7-2624-568c-a315-35070d1d8812.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/10913841.jpg,v_neck,"[200, 132, 531, 463]",train
one_shoulder,"[169, 7, 530, 337]",0.794966638088,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/06da56f3-7831-57a8-841d-9b51a3aa2b71.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/20970606.jpg,one_shoulder,"[154, 0, 510, 356]",train
collared,"[51, 9, 331, 295]",1.01757454872,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/ceeb2bfe-3055-5341-b229-31fae6dd5c73.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_10E1BD94B1D50EE481FEF78043A7F5DBBAEF4BC7.jpg,collared,"[41, 12, 332, 303]",val
plunge_neck,"[238, 30, 497, 302]",0.626351594925,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/abe1165e-6a5f-582c-9ff1-296df810423a.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23516188.jpg,plunge_neck,"[251, 53, 487, 289]",train
scoop_neck,"[0, 22, 355, 378]",0.634731173515,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/2161907a-edad-5fd9-b2c8-f15aa05cc073.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/64_macys_C8D5F022B2A16B1C947D255087C7C1941EBDACEF.jpg,scoop_neck,"[2, 28, 360, 386]",train
off_shoulder,"[207, 82, 511, 393]",0.772710442543,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/39a5251f-9f03-5774-85c5-a351ad19d267.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23184905.jpg,off_shoulder,"[192, 78, 531, 417]",train
boatneck_bateau,"[106, 77, 613, 611]",0.825352311134,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/5c49e78d-7ac2-56de-aaa3-f2b2e79ffac6.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/10214106.jpg,boatneck_bateau,"[83, 76, 617, 610]",train
boatneck_bateau,"[164, 26, 551, 413]",1.04521751404,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/8f2ea6cd-040a-5f1b-a8c1-cd555548beda.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23058181.jpg,boatneck_bateau,"[172, 55, 538, 421]",train
scoop_neck,"[295, 68, 524, 304]",0.744425952435,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c0655e4c-6b33-57c5-96ab-926ced28ab49.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/11298105.jpg,scoop_neck,"[284, 76, 517, 309]",train
plunge_neck,"[148, 37, 553, 426]",0.836936831474,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/543d74a9-a94e-511a-92c8-07a645b3608d.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/23556702.jpg,plunge_neck,"[116, 17, 553, 454]",train
square_neck,"[181, 21, 528, 360]",0.88195425272,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/b0f70776-fb32-5743-9161-69c031c8e29b.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/24294440.jpg,square_neck,"[149, 0, 525, 376]",train
v_neck,"[141, 101, 547, 533]",0.650757968426,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/eed7f3cf-9967-583d-a1ac-cfbf5bdfc446.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/13543076.jpg,v_neck,"[139, 126, 514, 501]",train
off_shoulder,"[67, 19, 300, 232]",1.04091048241,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/7524b1a6-6f72-56c7-9339-21aa75c20883.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/6492814.jpg,off_shoulder,"[76, 10, 291, 225]",train
plunge_neck,"[120, 215, 255, 361]",0.841216862202,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e6340297-c43d-5090-b643-4d25c86b94ff.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/4565_1987.jpg,plunge_neck,"[122, 223, 263, 364]",train
scoop_neck,"[13, 116, 543, 594]",0.930437266827,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/c631ee95-fe8e-53b8-9022-28188f30e5f5.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/e65a0387-688c-58ba-a114-cd2dcda1c106.jpg,scoop_neck,"[12, 93, 531, 612]",train
plunge_neck,"[173, 239, 451, 564]",0.614528656006,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/488f3ebf-b8a0-533f-94a9-5a501c3784d6.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/9f7edd4f-67d9-5d2d-b05e-d7ada9be6956.jpg,plunge_neck,"[182, 265, 446, 529]",train
hooded,"[189, 108, 2322, 2313]",0.744621574879,,https://s3-ap-southeast-1.amazonaws.com/msd-cvteam-apse/twoface_migrations/old_training_data/e9bffc0e-2c2f-5e90-846b-fe301b20311f.jpg,/mnt/atom/cv/train_hdd/neckline/it26_loc/images/e72d327a-c5a5-5cf3-9671-61d49f53e9c2.jpg,hooded,"[229, 219, 2308, 2298]",train
